length,gc_content,has_start_codon,num_codons,file_source
0.028310502283105023,0.32827045565899066,True,0.028310502283105027,File1
0.010410958904109589,0.35251482538985285,True,0.010410958904109589,File1
0.0036529680365296802,0.14103730664240216,True,0.0036529680365296802,File1
0.013881278538812785,0.3561088592935726,True,0.013881278538812786,File1
0.008584474885844748,0.3901273885350318,True,0.008584474885844748,File1
0.12657534246575342,0.3708768516309036,True,0.12657534246575342,File1
0.008401826484018264,0.31914893617021284,True,0.008401826484018266,File1
0.04219178082191781,0.3360421699978037,True,0.04219178082191781,File1
0.007671232876712328,0.33106206487927714,True,0.0076712328767123295,File1
0.012054794520547944,0.33225591786291475,True,0.012054794520547946,File1
0.02228310502283105,0.34876495261767904,True,0.022283105022831054,File1
0.0136986301369863,0.31176667784109957,True,0.013698630136986302,File1
0.0263013698630137,0.4104985723698661,True,0.0263013698630137,File1
0.10246575342465754,0.3695854205861686,True,0.10246575342465754,File1
0.027397260273972605,0.3625511452313662,True,0.027397260273972605,File1
0.032511415525114155,0.32291926128883036,True,0.032511415525114155,File1
0.055342465753424656,0.33313778075762657,True,0.05534246575342466,File1
0.021917808219178082,0.33400010527978097,True,0.021917808219178086,File1
0.031415525114155254,0.38161334266043223,True,0.031415525114155254,File1
0.008401826484018264,0.3598048516059087,True,0.008401826484018266,File1
0.025388127853881278,0.3575978161965423,True,0.02538812785388128,File1
0.026484018264840183,0.3337405112991885,True,0.026484018264840186,File1
0.012602739726027396,0.37397634212920833,True,0.012602739726027398,File1
0.022465753424657536,0.3420998561742346,True,0.022465753424657536,File1
0.01990867579908676,0.31789229878401853,True,0.01990867579908676,File1
0.01004566210045662,0.3821656050955414,True,0.01004566210045662,File1
0.019178082191780823,0.32988823458718897,True,0.019178082191780823,File1
0.011506849315068493,0.41799363057324845,True,0.011506849315068493,File1
0.014611872146118721,0.37154989384288745,True,0.014611872146118721,File1
0.030319634703196346,0.3369693733552004,True,0.03031963470319635,File1
0.003835616438356164,0.3734800231615519,True,0.0038356164383561648,File1
0.00821917808219178,0.27831625588479647,True,0.008219178082191782,File1
0.019726027397260273,0.3497341202594519,True,0.019726027397260277,File1
0.016986301369863014,0.3557392600623391,True,0.016986301369863017,File1
0.004748858447488584,0.38570417551309266,False,0.004748858447488584,File1
0.019726027397260273,0.3742768655408169,True,0.019726027397260277,File1
0.01187214611872146,0.2924145917776491,False,0.011872146118721462,File1
0.01278538812785388,0.286624203821656,True,0.012785388127853882,File1
0.015342465753424657,0.3360809291869614,True,0.015342465753424657,File1
0.003835616438356164,0.42559351476548923,True,0.0038356164383561648,File1
0.014246575342465753,0.2962992824316697,True,0.014246575342465755,File1
0.01552511415525114,0.42438157310028146,True,0.015525114155251143,File1
0.08840182648401826,0.3748768796375336,True,0.08840182648401827,File1
0.015342465753424657,0.4035219183214687,True,0.015342465753424657,File1
0.02264840182648402,0.304968152866242,True,0.022648401826484022,File1
0.013515981735159817,0.378343949044586,True,0.013515981735159818,File1
0.050593607305936074,0.5038262383723594,True,0.050593607305936074,File1
0.012054794520547944,0.5318946667934213,True,0.012054794520547946,File1
0.016073059360730595,0.5829098976597724,True,0.016073059360730595,File1
0.031232876712328765,0.5976892312250036,True,0.031232876712328772,File1
0.01497716894977169,0.5767017113038139,True,0.01497716894977169,File1
0.027945205479452055,0.5918603689304325,True,0.02794520547945206,File1
0.01808219178082192,0.5923566878980892,True,0.01808219178082192,File1
0.03214611872146119,0.5543560401597755,True,0.03214611872146119,File1
0.017351598173515982,0.5692675159235668,True,0.017351598173515982,File1
0.033607305936073056,0.5820278877603717,True,0.03360730593607306,File1
0.012420091324200912,0.6189421212960398,True,0.012420091324200914,File1
0.011506849315068493,0.5971337579617834,True,0.011506849315068493,File1
0.015707762557077627,0.5897210630353613,True,0.015707762557077627,File1
0.01771689497716895,0.5556999870011698,True,0.01771689497716895,File1
0.046027397260273974,0.5811787215830416,True,0.046027397260273974,File1
0.016073059360730595,0.5657339154082873,True,0.016073059360730595,File1
0.01278538812785388,0.5503722974791424,True,0.012785388127853882,File1
0.01278538812785388,0.5719027541042433,True,0.012785388127853882,File1
0.025570776255707764,0.5956091611329448,True,0.025570776255707764,File1
0.02264840182648402,0.5648407643312101,True,0.022648401826484022,File1
0.030319634703196346,0.5864068042259429,True,0.03031963470319635,File1
0.02502283105022831,0.5884796455275547,True,0.025022831050228313,File1
0.01589041095890411,0.5862767805442964,True,0.015890410958904113,File1
0.01954337899543379,0.5767869780608634,True,0.01954337899543379,File1
0.011689497716894976,0.5923566878980892,True,0.011689497716894977,File1
0.02721461187214612,0.6025477707006369,True,0.027214611872146122,File1
0.010776255707762557,0.5859872611464968,True,0.010776255707762557,File1
0.012237442922374428,0.5957287373548145,True,0.01223744292237443,File1
0.014246575342465753,0.5430137869870192,True,0.014246575342465755,File1
0.025936073059360732,0.5725802859560821,True,0.025936073059360732,File1
0.037077625570776256,0.5507680779318097,True,0.037077625570776256,File1
0.016621004566210046,0.5566325117695928,True,0.01662100456621005,File1
0.023561643835616437,0.5482606565409113,True,0.02356164383561644,File1
0.010958904109589041,0.5434896105252166,True,0.010958904109589041,File1
0.02867579908675799,0.5575264049020399,True,0.028675799086757995,File1
0.021187214611872146,0.6165278458272089,True,0.02118721461187215,File1
0.035799086757990865,0.5892528048110188,True,0.03579908675799087,File1
0.01808219178082192,0.5503184713375796,True,0.01808219178082192,File1
0.018264840182648404,0.5514914548779718,True,0.018264840182648404,File1
0.023378995433789955,0.5710265145904311,True,0.023378995433789955,File1
0.016255707762557078,0.5753715498938428,True,0.01625570776255708,File1
0.02995433789954338,0.5599305153445281,True,0.029954337899543382,File1
0.011506849315068493,0.5672770700636942,True,0.011506849315068493,File1
0.023378995433789955,0.5710265145904311,True,0.023378995433789955,File1
0.045114155251141555,0.5747893979864392,True,0.045114155251141555,File1
0.014429223744292237,0.5732484076433121,True,0.014429223744292239,File1
0.03232876712328767,0.5957918843483861,True,0.03232876712328767,File1
0.02502283105022831,0.5884796455275547,True,0.025022831050228313,File1
0.026118721461187214,0.5838641188959659,True,0.026118721461187218,File1
0.01278538812785388,0.5826679824167936,True,0.012785388127853882,File1
0.013881278538812785,0.5645628257093225,True,0.013881278538812786,File1
0.0171689497716895,0.5440831377807576,True,0.0171689497716895,File1
0.010958904109589041,0.5434896105252166,True,0.010958904109589041,File1
0.02867579908675799,0.5575264049020399,True,0.028675799086757995,File1
0.013515981735159817,0.5617834394904458,True,0.013515981735159818,File1
0.015707762557077627,0.6204700197671865,True,0.015707762557077627,File1
0.0136986301369863,0.5430774388199798,True,0.013698630136986302,File1
0.012968036529680364,0.5201698513800425,True,0.012968036529680366,File1
0.023378995433789955,0.5710265145904311,True,0.023378995433789955,File1
0.014611872146118721,0.5791460250058975,True,0.014611872146118721,File1
0.030136986301369864,0.5605862942214719,True,0.030136986301369864,File1
0.014063926940639269,0.560999510044096,True,0.01406392694063927,File1
0.023378995433789955,0.5710265145904311,True,0.023378995433789955,File1
0.018264840182648404,0.5855458157280695,True,0.018264840182648404,File1
0.030136986301369864,0.5605862942214719,True,0.030136986301369864,File1
0.014429223744292237,0.5732484076433121,True,0.014429223744292239,File1
0.03232876712328767,0.5914978887855149,True,0.03232876712328767,File1
